,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_violent_recid,decile_score,v_decile_score,priors_count,start,end,event,two_year_recid,labels
2351,26,2,0,0,0,0,0,5,4,0,0,790,0,0,1
6605,36,2,0,0,0,0,0,2,1,0,1,1134,0,0,0
4021,49,2,0,0,0,0,0,1,1,0,0,1143,0,0,0
5887,30,2,0,0,0,1,0,6,2,1,0,40,0,0,1
946,23,2,0,0,0,0,0,3,5,0,2,1171,0,0,0
3526,38,2,0,0,0,3,0,4,2,3,0,645,0,0,0
6304,53,2,0,0,0,0,0,2,1,0,10,1076,0,0,0
3795,25,2,0,0,0,0,0,3,3,0,0,827,0,0,0
2633,27,2,0,0,0,4,0,7,2,4,0,779,0,0,1
4155,28,2,0,0,0,5,0,7,6,5,0,851,0,0,1
2170,40,2,0,0,0,0,0,2,1,0,0,828,0,0,0
824,47,2,0,0,0,2,0,4,5,2,0,739,0,0,0
2381,39,2,0,0,0,0,0,3,2,0,53,1099,0,0,0
3746,57,2,0,0,0,1,0,4,3,1,0,608,0,0,0
3043,41,2,0,0,0,1,0,1,1,1,2,1059,0,0,0
5819,65,2,0,0,0,0,0,1,1,0,0,1072,0,0,0
2497,61,2,0,0,0,0,0,1,1,0,2,1054,0,0,0
4435,40,2,0,0,0,0,0,2,1,0,0,952,0,0,0
5813,27,2,0,0,0,0,0,5,4,0,2,1181,0,0,1
2757,34,2,0,0,0,2,0,4,2,2,2,776,0,0,0
3291,40,2,0,0,0,5,0,10,3,5,0,16,0,0,1
141,45,2,0,0,0,4,0,4,3,4,0,1073,0,0,0
1477,25,2,0,0,0,5,0,7,4,5,0,18,0,0,1
3816,45,2,0,0,0,0,0,1,1,0,37,511,0,0,0
5284,58,2,0,0,0,10,0,3,1,10,0,1069,1,0,0
1352,24,2,0,0,0,0,0,6,4,0,23,1047,0,0,1
4738,21,2,0,0,0,1,0,6,9,1,0,296,0,0,1
2324,23,2,0,0,0,0,0,2,3,0,0,867,1,0,0
975,52,2,0,0,0,1,0,1,1,1,0,771,0,0,0
6038,21,2,0,0,0,0,0,4,6,0,0,813,0,0,0
526,24,2,0,0,0,0,0,2,3,0,14,1185,0,0,0
3612,31,2,0,0,0,1,0,1,1,1,0,922,1,0,0
1053,53,2,0,0,0,0,0,1,1,0,0,837,0,0,0
6527,26,2,0,0,0,2,0,2,3,2,2,804,0,0,0
130,28,2,0,0,0,2,0,1,2,2,0,946,0,0,0
3827,27,2,0,0,0,1,0,6,3,1,0,1172,0,0,1
1835,58,2,0,0,0,0,0,1,1,0,0,843,0,0,0
2658,45,2,0,0,0,1,0,1,1,1,0,1044,0,0,0
5752,43,2,0,0,0,1,0,1,1,1,0,1162,0,0,0
2898,22,2,0,0,3,0,0,7,10,0,0,1097,0,0,1
4645,24,2,0,0,0,0,0,5,4,0,0,203,0,0,1
3696,28,2,0,0,0,2,0,3,2,2,0,899,0,0,0
47,49,2,0,0,0,0,0,1,1,0,0,973,0,0,0
7082,34,2,0,0,0,13,0,5,4,13,0,960,0,0,1
3260,38,2,0,0,0,2,0,1,2,2,0,964,0,0,0
1314,51,2,0,0,0,5,0,5,2,5,33,963,0,0,1
7069,67,2,0,0,0,1,0,3,1,1,0,1091,0,0,0
5794,50,2,0,0,0,1,0,2,3,1,9,886,0,0,0
950,22,2,0,0,0,0,0,3,5,0,0,97,0,0,0
877,42,2,0,0,0,3,0,4,2,3,1,1030,0,0,0
4405,26,2,0,0,0,1,0,6,4,1,0,1137,0,0,1
2755,22,2,1,0,0,2,0,4,6,2,0,354,0,0,0
6474,39,2,0,0,0,2,0,6,3,2,0,808,0,0,1
368,30,2,0,0,0,0,0,4,3,0,2,1063,0,0,0
6221,28,2,0,0,0,0,0,7,4,0,54,224,0,0,1
2061,43,2,0,0,0,7,0,8,4,7,0,842,0,0,1
6569,27,2,0,0,0,0,0,4,3,0,12,163,0,0,0
6016,30,2,0,0,0,0,0,2,2,0,0,1052,0,0,0
5119,23,2,0,0,2,1,0,2,3,1,0,778,0,0,0
3321,46,2,0,0,0,0,1,1,1,0,1,151,0,0,0
2588,44,2,0,0,0,0,0,1,1,0,0,828,0,0,0
1542,49,2,0,0,0,1,0,3,1,1,0,801,0,0,0
2474,54,2,0,0,0,0,0,1,1,0,0,1163,0,0,0
1917,42,2,0,0,0,0,0,4,1,0,0,898,0,0,0
3143,56,2,0,0,0,7,0,5,1,7,0,735,0,0,1
1135,41,2,0,0,0,0,0,1,1,0,0,1185,0,0,0
3407,24,2,0,0,0,8,0,9,9,8,37,932,1,0,1
2257,36,2,0,0,0,0,0,1,1,0,0,1132,0,0,0
3681,53,2,0,0,0,2,0,4,2,2,40,1085,0,0,0
1998,25,2,0,0,0,4,0,4,4,4,325,1177,0,0,0
6163,29,2,0,0,0,4,0,8,7,4,0,1162,0,0,1
3469,25,2,0,0,0,0,0,4,4,0,2,1045,0,0,0
5328,23,2,0,0,0,0,0,4,5,0,0,790,0,0,0
7153,34,2,0,0,0,4,0,5,5,4,1,923,0,0,1
2298,25,2,0,0,0,2,0,6,6,2,1,1109,0,0,1
2167,62,2,0,0,0,0,0,1,1,0,1,909,0,0,0
1887,25,2,0,0,0,0,0,2,3,0,0,1056,0,0,0
2490,29,2,0,0,0,1,0,3,4,1,0,956,0,0,0
5033,36,2,0,0,0,1,0,2,3,1,0,817,0,0,0
4389,25,2,0,0,0,0,0,3,4,0,2,1082,0,0,0
6867,34,2,0,0,0,0,0,3,1,0,0,934,0,0,0
6089,34,2,0,0,0,4,0,4,2,4,0,871,0,0,0
1839,54,2,0,0,0,0,0,1,1,0,6,828,0,0,0
3545,59,2,0,0,0,2,0,1,1,2,0,861,0,0,0
1601,61,2,0,0,0,0,0,1,1,0,0,786,0,0,0
1436,52,2,0,0,0,1,0,1,1,1,24,892,0,0,0
6008,21,2,0,0,0,1,0,8,6,1,0,825,0,0,1
2886,34,2,0,0,0,0,0,2,2,0,0,775,0,0,0
6980,33,2,0,0,0,2,0,4,2,2,0,791,0,0,0
1758,65,2,0,0,0,4,0,3,1,4,0,1136,0,0,0
1823,39,2,0,0,0,2,0,4,2,2,0,831,0,0,0
4078,40,2,0,0,0,1,0,2,1,1,0,200,0,0,0
151,26,2,0,0,0,0,0,6,3,0,0,795,0,0,1
2637,22,2,0,1,1,2,0,7,5,2,0,764,0,0,1
267,31,2,0,0,0,2,0,4,3,2,0,812,1,0,0
2022,33,2,0,0,0,1,0,2,2,1,0,963,0,0,0
1369,44,2,0,0,0,0,0,1,1,0,1,1068,0,0,0
6910,42,2,0,0,0,5,0,6,2,5,0,84,0,0,1
1210,21,2,0,0,0,1,0,4,5,1,0,758,0,0,0
5773,30,2,0,0,1,1,0,2,2,1,0,1097,0,0,0
3222,26,2,0,0,0,0,0,2,3,0,1,1152,0,0,0
6252,28,2,0,0,0,1,0,10,10,1,0,1064,0,0,1
4082,38,2,0,0,0,2,0,2,1,2,28,717,0,0,0
722,68,2,0,0,0,0,0,1,1,0,2,1179,0,0,0
3600,72,2,0,0,0,7,0,4,1,7,0,921,0,0,0
2790,25,2,0,0,0,0,0,2,3,0,0,786,0,0,0
3274,29,2,0,0,0,0,0,2,2,0,1,887,0,0,0
6066,40,2,0,0,0,4,0,7,7,4,1,76,0,0,1
4450,38,2,0,0,0,2,0,3,2,2,0,894,0,0,0
6398,49,2,0,0,0,0,0,5,2,0,0,1142,0,0,1
289,70,2,0,0,0,1,0,1,1,1,0,1079,0,0,0
2126,52,2,0,0,0,2,0,1,1,2,1,843,0,0,0
1546,33,2,0,0,0,2,0,2,2,2,1,1098,0,0,0
6901,42,2,0,0,0,0,0,1,1,0,0,1004,0,0,0
2072,39,2,0,0,0,0,0,3,3,0,18,935,0,0,0
3429,53,2,0,0,0,0,0,1,1,0,0,931,0,0,0
906,24,2,0,0,0,0,0,2,3,0,0,1084,0,0,0
4956,21,2,1,0,3,2,0,10,8,2,27,475,0,0,1
4088,64,2,0,0,0,0,0,1,1,0,0,884,0,0,0
4062,45,2,0,0,0,7,0,2,2,7,0,1135,0,0,0
201,37,2,0,0,0,0,0,3,1,0,0,875,0,0,0
3437,55,2,0,0,0,3,0,3,1,3,1,1091,0,0,0
378,53,2,0,0,0,1,0,1,1,1,0,831,0,0,0
6028,48,2,0,0,0,17,0,8,5,17,0,1157,0,0,1
2425,42,2,0,0,0,1,0,2,1,1,293,408,0,0,0
403,68,2,0,0,0,2,0,1,1,2,0,906,0,0,0
4541,62,2,0,0,0,2,0,1,1,2,0,21,0,0,0
6869,71,2,0,0,0,3,0,1,1,3,0,502,0,0,0
3704,35,2,0,0,0,1,0,5,2,1,0,905,0,0,1
2598,28,2,0,0,0,1,0,2,2,1,0,832,0,0,0
5386,39,2,0,0,0,1,0,1,1,1,0,1077,0,0,0
4976,50,2,0,0,0,1,0,1,1,1,0,1143,0,0,0
2638,33,2,0,0,0,0,0,1,1,0,0,927,0,0,0
5622,42,2,0,0,0,0,0,2,1,0,0,745,0,0,0
1714,52,2,0,0,0,0,0,1,1,0,0,822,0,0,0
1069,29,2,0,0,0,1,0,6,4,1,0,745,0,0,1
5252,23,2,0,0,0,0,0,4,4,0,0,767,0,0,0
4618,25,2,0,0,0,2,0,5,3,2,0,945,0,0,1
3664,25,2,0,0,0,0,0,6,4,0,1,902,0,0,1
6926,26,2,0,0,0,1,0,6,5,1,0,936,0,0,1
6528,31,2,0,0,0,0,0,1,1,0,0,194,0,0,0
4198,83,2,0,0,0,4,0,1,1,4,0,967,0,0,0
6071,45,2,0,0,0,0,0,1,1,0,0,1182,0,0,0
4763,24,2,0,0,0,0,0,2,3,0,0,201,0,0,0
1968,57,2,0,0,0,2,0,1,1,2,0,36,0,0,0
4766,46,2,0,0,0,0,0,1,1,0,1,14,0,0,0
6690,33,2,0,0,0,4,0,3,3,4,0,1147,0,0,0
7087,34,2,0,0,0,1,0,5,2,1,0,237,0,0,1
3503,52,2,0,0,0,8,0,2,1,8,39,937,0,0,0
6236,40,2,0,0,0,0,0,1,1,0,0,1127,0,0,0
3506,56,2,0,0,0,0,0,1,1,0,0,759,0,0,0
823,43,2,0,0,0,0,0,1,1,0,0,1136,0,0,0
542,47,2,0,0,0,1,0,1,1,1,0,1108,0,0,0
5493,47,2,0,0,0,5,0,2,3,5,4,1095,0,0,0
4102,34,2,0,0,0,3,0,1,1,3,0,891,0,0,0
2903,71,2,0,0,0,1,0,1,1,1,0,1011,0,0,0
4760,65,2,0,0,0,3,0,6,1,3,0,1169,0,0,1
2282,43,2,0,0,0,5,0,5,6,5,0,1098,0,0,1
4591,25,2,0,0,0,2,0,5,3,2,8,1157,0,0,1
2062,32,2,0,0,0,0,0,3,2,0,1,53,0,0,0
6326,24,2,0,0,0,1,0,7,5,1,0,1161,0,0,1
4852,39,2,0,0,0,1,0,1,2,1,0,849,0,0,0
2905,22,2,0,0,0,2,0,5,5,2,0,280,0,0,1
5270,42,2,0,0,0,1,0,2,1,1,0,809,0,0,0
6181,48,2,0,0,0,0,0,1,1,0,0,792,0,0,0
2166,30,2,0,0,0,2,0,4,3,2,0,939,0,0,0
1120,40,2,0,0,0,0,0,1,1,0,0,815,0,0,0
2798,53,2,0,0,0,1,0,3,1,1,0,283,0,0,0
1818,31,2,0,0,0,0,0,9,5,0,4,872,0,0,1
1133,50,2,0,0,0,1,0,1,1,1,0,1148,0,0,0
7179,49,2,0,0,0,3,0,2,1,3,0,1091,0,0,0
5266,41,2,0,0,0,0,0,1,1,0,0,1158,0,0,0
382,24,2,0,0,0,1,0,4,4,1,0,763,0,0,0
3005,25,2,0,2,1,9,0,9,9,9,54,1181,0,0,1
3403,27,2,0,0,0,0,0,4,3,0,9,884,0,0,0
5531,55,2,0,0,0,0,0,1,1,0,0,1136,0,0,0
200,50,2,0,0,0,1,0,1,1,1,0,879,0,0,0
6339,23,2,0,0,0,0,0,2,5,0,0,1113,0,0,0
3960,48,2,0,0,0,2,0,1,1,2,0,766,0,0,0
6870,45,2,0,0,0,2,0,1,1,2,0,843,0,0,0
395,33,2,0,0,0,3,0,3,1,3,0,831,0,0,0
5880,32,2,0,0,0,0,0,3,3,0,0,817,0,0,0
23,21,2,0,0,0,0,0,4,5,0,0,861,0,0,0
2239,27,2,0,0,0,0,0,2,2,0,0,813,0,0,0
7046,69,2,0,0,0,5,0,3,1,5,0,182,0,0,0
745,53,2,0,0,0,0,0,1,1,0,1,369,0,0,0
845,51,2,0,0,0,0,0,1,1,0,0,850,0,0,0
4712,37,2,0,0,0,0,0,6,3,0,0,288,0,0,1
5747,21,2,0,0,0,1,0,3,6,1,0,1116,0,0,0
1505,56,2,0,0,0,1,0,1,1,1,1,1051,0,0,0
2485,38,2,0,0,0,0,0,1,1,0,0,882,0,0,0
1098,40,2,0,0,0,3,0,1,1,3,0,1077,0,0,0
5138,30,2,0,0,0,1,0,8,3,1,0,696,0,0,1
4475,27,2,0,0,0,2,0,2,3,2,1,838,0,0,0
2904,61,2,0,0,0,0,0,1,1,0,0,1163,0,0,0
6639,56,2,0,0,0,5,1,7,3,5,0,59,0,0,1
1614,28,2,0,0,2,9,0,8,6,9,0,112,0,0,1
3594,20,2,0,0,0,0,0,4,7,0,0,959,0,0,0
1668,21,2,0,0,0,0,0,3,6,0,0,1161,0,0,0
5909,48,2,0,0,0,1,0,1,1,1,0,846,0,0,0
2240,25,2,0,0,0,0,0,2,3,0,0,69,0,0,0
1376,26,2,0,0,0,0,0,5,4,0,0,1185,0,0,1
2235,53,2,0,0,0,1,0,1,1,1,0,781,0,0,0
4588,23,2,0,0,0,0,0,2,5,0,1,1119,0,0,0
2868,25,2,0,0,0,1,0,6,3,1,0,531,0,0,1
3618,28,2,0,0,0,0,0,6,3,0,1,88,0,0,1
1459,30,2,0,0,0,6,0,7,8,6,6,969,0,0,1
913,52,2,0,0,0,1,0,5,3,1,0,953,0,0,1
2113,26,2,0,0,0,2,0,5,6,2,0,1147,0,0,1
5967,39,2,0,0,0,8,0,6,4,8,0,920,0,0,1
326,27,2,0,0,0,8,0,5,3,8,67,370,0,0,1
4847,43,2,0,0,0,12,0,6,3,12,51,891,0,0,1
6155,35,2,0,0,0,2,0,1,2,2,0,844,0,0,0
6621,20,2,0,0,0,0,0,3,6,0,0,825,0,0,0
3668,58,2,0,0,0,1,0,1,1,1,2,388,0,0,0
2983,33,2,0,0,0,3,0,5,3,3,0,55,0,0,1
5083,51,2,0,0,0,1,0,2,1,1,0,1019,0,0,0
5586,24,2,0,0,0,0,0,3,4,0,1,815,0,0,0
6479,46,2,0,0,0,0,0,1,1,0,0,937,0,0,0
4011,41,2,0,0,0,3,0,5,2,3,0,954,0,0,1
5567,34,2,0,1,0,15,0,7,6,15,0,780,0,0,1
2198,60,2,0,0,0,3,0,1,2,3,0,805,0,0,0
6167,24,2,0,0,0,1,0,2,3,1,0,754,1,0,0
3267,27,2,0,0,0,1,0,1,2,1,1,871,0,0,0
2572,45,2,0,0,0,2,0,2,1,2,0,1133,0,0,0
1573,45,2,0,0,0,1,0,1,1,1,0,1170,0,0,0
6363,42,2,0,0,0,0,0,1,1,0,6,901,0,0,0
4275,28,2,0,0,0,0,0,3,2,0,1,272,0,0,0
4246,56,2,0,0,0,13,0,2,1,13,0,997,0,0,0
872,40,2,0,0,0,0,0,2,1,0,22,1087,0,0,0
2805,51,2,0,0,0,2,0,1,1,2,23,969,0,0,0
7147,39,2,0,0,0,5,0,4,3,5,0,953,0,0,0
3899,60,2,0,0,0,1,0,1,1,1,0,1185,0,0,0
6602,26,2,0,0,0,1,0,4,3,1,0,914,0,0,0
1857,66,2,0,0,0,0,0,1,1,0,0,1090,0,0,0
3904,36,2,0,0,0,4,0,6,4,4,0,737,0,0,1
4408,34,2,0,0,1,3,0,5,5,3,0,826,0,0,1
1769,47,2,0,0,0,0,0,1,1,0,0,905,0,0,0
6880,29,2,0,0,0,2,0,1,2,2,0,918,0,0,0
6497,43,2,0,0,0,4,0,2,1,4,0,988,0,0,0
7129,24,2,0,0,0,1,0,4,4,1,0,809,0,0,0
1490,33,2,0,0,0,0,0,1,1,0,0,851,0,0,0
4820,25,2,0,0,0,0,0,3,4,0,0,1058,0,0,0
6195,25,2,0,0,0,0,0,5,3,0,1,394,0,0,1
3393,71,2,0,0,0,13,0,2,1,13,0,957,0,0,0
1041,37,2,0,0,0,0,0,1,1,0,0,755,0,0,0
143,43,2,0,0,0,0,0,1,1,0,1,1053,0,0,0
5908,79,2,0,0,0,1,0,1,1,1,0,977,0,0,0
3259,29,2,0,0,0,1,0,3,2,1,42,848,0,0,0
3346,25,2,0,0,0,0,0,4,3,0,0,723,0,0,0
717,62,2,0,0,0,0,0,1,1,0,2,1177,0,0,0
3521,37,2,0,0,0,1,0,1,1,1,0,932,0,0,0
1196,31,2,0,0,0,0,0,4,5,0,77,1135,0,0,0
4694,39,2,0,0,0,2,0,3,1,2,7,473,0,0,0
5929,46,2,0,0,0,0,0,5,2,0,78,843,0,0,1
2522,56,2,0,0,0,1,0,2,1,1,1,880,0,0,0
2847,23,2,0,0,0,0,0,2,4,0,0,912,0,0,0
279,22,2,0,0,0,1,0,3,4,1,0,822,0,0,0
6951,22,2,0,0,1,1,0,8,7,1,17,963,0,0,1
2035,46,2,0,0,0,0,0,1,1,0,0,735,0,0,0
4315,30,2,0,0,1,1,0,3,3,1,0,170,0,0,0
2927,58,2,0,0,0,0,0,1,1,0,0,1040,0,0,0
3190,31,2,0,0,0,0,0,1,2,0,0,823,0,0,0
1832,41,2,0,0,0,9,0,6,2,9,32,1175,0,0,1
3445,50,2,0,0,0,2,0,3,6,2,1,843,0,0,0
3123,40,2,0,0,0,1,0,3,1,1,41,291,0,0,0
6057,43,2,0,0,0,2,0,1,1,2,0,930,0,0,0
3477,50,2,0,0,0,0,0,1,1,0,0,766,0,0,0
1197,54,2,0,0,0,12,0,2,1,12,0,921,0,0,0
4718,30,2,0,0,0,3,0,3,2,3,0,754,0,0,0
6430,46,2,0,0,0,2,0,5,2,2,0,982,0,0,1
4925,44,2,0,0,0,1,0,1,1,1,0,771,1,0,0
4682,56,2,0,0,0,1,0,1,1,1,0,1153,0,0,0
631,25,2,0,0,0,1,0,5,3,1,0,828,0,0,1
776,25,2,0,0,0,0,0,2,3,0,0,1039,0,0,0
4625,43,2,0,0,0,2,0,1,1,2,0,1136,0,0,0
1158,23,2,0,1,0,1,0,2,4,1,0,734,0,0,0
3042,21,2,0,0,1,1,0,6,8,1,0,837,0,0,1
220,51,2,0,0,0,0,0,2,2,0,0,883,0,0,0
3982,23,2,0,0,0,0,0,4,5,0,0,521,0,0,0
3094,29,2,0,0,0,0,0,1,2,0,1,825,0,0,0
7136,58,2,0,0,0,8,0,2,1,8,0,1113,0,0,0
1437,60,2,0,0,0,2,0,1,1,2,0,858,0,0,0
5086,32,2,0,0,0,2,0,2,1,2,0,836,0,0,0
5786,35,2,0,0,0,0,0,2,2,0,1,856,0,0,0
2564,35,2,0,0,0,4,0,2,4,4,0,1173,0,0,0
2161,49,2,0,0,0,3,0,2,1,3,0,1025,1,0,0
1736,23,2,0,0,3,0,0,4,3,0,0,941,0,0,0
195,45,2,0,0,0,2,0,3,4,2,358,1155,0,0,0
2488,39,2,0,0,0,0,0,4,1,0,0,952,0,0,0
1696,58,2,0,0,0,1,0,1,1,1,79,1037,0,0,0
4827,35,2,0,0,0,2,0,3,1,2,0,44,0,0,0
174,55,2,0,0,0,1,0,1,1,1,0,934,0,0,0
6043,39,2,0,0,0,0,0,1,1,0,0,816,0,0,0
2889,48,2,0,0,0,3,0,4,1,3,0,670,0,0,0
2130,49,2,0,0,0,1,0,1,1,1,0,934,0,0,0
5697,30,2,0,0,0,2,0,2,3,2,0,1127,0,0,0
3945,29,2,0,0,0,2,0,2,3,2,0,875,0,0,0
317,42,2,0,0,0,0,0,2,1,0,0,57,0,0,0
6549,42,2,0,0,0,8,0,4,4,8,0,48,0,0,0
5472,45,2,0,0,0,0,0,1,1,0,0,1038,0,0,0
5669,61,2,0,0,0,4,0,6,5,4,118,896,0,0,1
6092,31,2,0,0,0,0,0,1,1,0,2,741,0,0,0
211,27,2,0,0,0,2,0,4,3,2,0,765,0,0,0
5905,28,2,0,0,0,1,0,5,2,1,0,968,0,0,1
6463,54,2,0,0,0,3,0,2,1,3,0,1072,0,0,0
2388,34,2,0,0,0,0,0,1,2,0,0,865,0,0,0
1666,66,2,0,0,0,1,0,1,1,1,18,1174,0,0,0
827,39,2,0,0,0,2,0,2,2,2,0,755,1,0,0
6930,28,2,0,0,0,0,0,4,5,0,0,1097,0,0,0
3866,32,2,0,0,0,4,0,5,1,4,0,659,0,0,1
402,25,2,0,0,0,0,0,2,3,0,0,1101,0,0,0
5256,49,2,0,0,0,0,0,2,2,0,0,1159,0,0,0
5874,46,2,0,0,0,0,0,1,1,0,0,822,0,0,0
2489,29,2,0,0,0,0,0,1,2,0,0,203,0,0,0
784,48,2,0,0,0,0,0,7,4,0,10,360,0,0,1
3570,31,2,0,0,0,2,0,1,1,2,1,752,0,0,0
2306,23,2,0,0,0,0,0,3,4,0,0,743,0,0,0
4054,27,2,0,0,0,5,0,4,3,5,0,820,0,0,0
2273,37,2,0,0,0,1,0,2,3,1,0,1161,0,0,0
1051,38,2,0,0,0,0,0,1,1,0,0,875,0,0,0
5524,44,2,0,0,0,0,0,7,4,0,3,295,0,0,1
8,39,2,0,0,0,0,0,1,1,0,2,747,0,0,0
3428,43,2,0,0,0,2,0,1,1,2,0,1115,0,0,0
4635,24,2,0,0,0,0,0,5,2,0,0,171,0,0,1
4938,23,2,0,0,0,0,0,6,5,0,0,1118,0,0,1
3039,35,2,0,0,0,1,0,4,2,1,0,1185,0,0,0
2152,27,2,0,0,0,0,0,3,2,0,0,991,0,0,0
2908,24,2,0,2,0,6,0,9,7,6,0,860,0,0,1
3531,57,2,0,0,0,0,0,1,1,0,0,988,0,0,0
1346,36,2,0,0,0,6,0,4,2,6,0,1078,0,0,0
508,52,2,0,0,0,4,0,3,2,4,0,788,0,0,0
2701,25,2,0,0,0,0,0,6,4,0,0,1088,0,0,1
3822,47,2,0,0,0,3,0,1,1,3,1,1176,0,0,0
6352,30,2,0,0,0,1,0,1,1,1,0,1039,0,0,0
1948,46,2,0,0,0,9,0,5,2,9,4,867,0,0,1
4387,28,2,0,0,0,7,0,9,6,7,0,606,0,0,1
3679,51,2,0,0,0,1,0,1,1,1,0,930,0,0,0
3846,54,2,0,0,0,2,0,2,1,2,97,929,0,0,0
6332,56,2,0,0,0,3,0,3,2,3,0,1053,0,0,0
4902,22,2,0,0,0,0,0,3,6,0,0,1122,0,0,0
1365,53,2,0,0,0,0,0,1,1,0,0,843,0,0,0
3318,26,2,0,0,0,3,0,2,3,3,0,939,0,0,0
3196,27,2,0,0,0,1,0,4,3,1,0,433,0,0,0
5372,48,2,0,0,0,0,0,1,1,0,32,918,0,0,0
928,33,2,0,0,0,1,0,1,1,1,0,798,0,0,0
96,66,2,0,0,0,3,0,1,1,3,0,877,0,0,0
6059,39,2,0,0,0,3,0,3,6,3,0,1117,0,0,0
7180,61,2,0,0,0,1,0,1,1,1,0,1161,0,0,0
2535,32,2,0,0,0,0,0,1,1,0,0,812,0,0,0
2623,26,2,0,0,0,0,0,2,3,0,0,1048,0,0,0
7163,41,2,0,0,0,0,0,1,1,0,0,1162,0,0,0
3433,21,2,0,0,0,1,0,3,5,1,0,1079,0,0,0
6898,39,2,0,0,0,1,0,1,1,1,0,1066,0,0,0
7173,51,2,0,0,0,7,0,3,1,7,0,35,0,0,0
5845,46,2,0,0,0,0,0,1,1,0,0,1143,0,0,0
94,20,2,0,0,0,0,0,7,8,0,0,869,0,0,1
77,22,2,0,0,0,0,0,8,6,0,57,73,0,0,1
7038,50,2,0,0,0,4,0,2,1,4,0,833,0,0,0
5045,67,2,0,0,0,2,0,1,1,2,0,801,0,0,0
2171,24,2,0,0,0,0,0,4,5,0,2,836,0,0,0
1579,46,2,0,0,0,0,0,1,1,0,0,1055,0,0,0
5926,69,2,0,0,0,0,0,5,1,0,0,1168,0,0,1
5744,32,2,0,0,0,3,0,5,2,3,120,374,0,0,1
1812,44,2,0,0,0,0,0,1,1,0,0,1078,0,0,0
5278,41,2,0,0,0,0,0,1,1,0,1,1064,0,0,0
1677,49,2,0,0,0,8,0,2,1,8,0,763,0,0,0
2975,30,2,0,0,0,3,0,2,2,3,0,21,0,0,0
1030,39,2,0,0,0,1,0,1,1,1,0,833,0,0,0
7144,30,2,0,0,0,3,0,5,2,3,1,805,0,0,1
3928,44,2,0,0,0,0,0,1,1,0,0,795,0,0,0
3057,65,2,0,0,0,1,0,1,1,1,0,829,0,0,0
6794,29,2,0,0,0,0,0,1,2,0,14,825,0,0,0
797,20,2,0,0,2,0,0,4,7,0,0,751,0,0,0
4259,24,2,0,0,0,0,0,4,5,0,0,912,0,0,0
4258,27,2,0,0,0,3,0,3,3,3,0,1172,0,0,0
248,44,2,0,0,0,8,0,5,3,8,4,136,1,1,1
1383,27,2,0,0,0,1,0,6,5,1,21,115,0,1,1
5301,57,2,0,0,0,0,0,1,1,0,0,572,1,1,0
6643,31,2,0,0,0,2,0,1,2,2,34,51,1,1,0
6266,20,2,0,0,0,4,0,8,6,4,2,216,1,1,1
2724,41,2,0,0,0,1,0,2,1,1,1,79,0,1,0
3922,44,2,0,0,0,1,0,1,1,1,6,417,1,1,0
3910,24,2,0,0,1,7,0,8,7,7,0,158,1,1,1
2343,40,2,0,0,0,0,1,1,1,0,0,357,1,1,0
120,31,2,0,0,0,13,1,10,7,13,0,55,1,1,1
5262,47,2,0,0,0,0,0,1,1,0,0,38,1,1,0
1183,29,2,0,0,0,11,0,10,5,11,32,58,1,1,1
5021,41,2,0,0,0,1,1,4,2,1,57,65,1,1,0
5334,29,2,0,0,0,0,0,7,5,0,0,42,1,1,1
2668,24,2,0,0,2,3,0,4,6,3,0,568,1,1,0
42,29,2,0,0,0,2,0,2,2,2,0,72,1,1,0
578,28,2,0,0,0,8,0,6,8,8,0,162,0,1,1
5739,25,2,0,0,0,5,0,9,7,5,0,130,0,1,1
6837,28,2,0,0,0,2,0,2,2,2,42,127,1,1,0
5378,47,2,0,0,0,2,0,2,1,2,0,695,1,1,0
1881,37,2,0,0,0,11,0,8,2,11,1,161,1,1,1
2961,45,2,0,0,0,1,0,1,1,1,0,114,0,1,0
3996,26,2,0,0,0,2,1,9,8,2,0,95,1,1,1
3147,39,2,0,0,0,8,0,7,5,8,31,78,1,1,1
5041,39,2,0,1,0,3,0,1,2,3,0,316,1,1,0
5941,36,2,0,0,0,10,1,5,4,10,0,54,1,1,1
95,39,2,0,0,0,2,0,1,1,2,0,63,1,1,0
2861,36,2,0,0,0,9,0,4,3,9,1,474,1,1,0
4728,34,2,0,0,0,5,0,5,1,5,0,229,1,1,1
3801,32,2,0,0,0,0,0,2,1,0,0,214,1,1,0
375,50,2,0,0,0,1,0,1,1,1,0,85,1,1,0
1892,32,2,2,0,1,15,0,9,6,15,70,96,0,1,1
4659,54,2,0,0,0,2,1,4,2,2,0,262,1,1,0
5379,29,2,0,0,0,2,0,9,8,2,0,726,1,1,1
1908,28,2,0,0,0,1,0,7,4,1,30,70,1,1,1
3440,44,2,0,0,0,0,1,1,1,0,1,706,1,1,0
4175,27,2,0,0,0,2,0,7,6,2,0,61,1,1,1
6802,35,2,0,0,0,0,0,1,1,0,0,113,1,1,0
290,54,2,0,0,0,6,0,2,1,6,0,414,1,1,0
3131,31,2,0,0,0,1,0,4,2,1,0,118,1,1,0
6954,25,2,0,0,0,2,0,5,5,2,0,112,0,1,1
848,39,2,0,0,0,1,0,2,1,1,9,332,1,1,0
5206,37,2,0,0,0,4,1,5,5,4,0,547,1,1,1
1797,69,2,0,0,0,6,0,2,1,6,0,222,1,1,0
